Flavor,Technique,Dataset,Duration,AD1_AUC,VUS_PR
Semisupervised ,OneClassSVM,FEMTO,17,0.10807035676506047,0.06416007835527666
Semisupervised ,OneClassSVM,FEMTO,17,0.11745122581583524,0.09031759885101365
Semisupervised ,OneClassSVM,FEMTO,16,0.11755738053288585,0.0896705012469925
Semisupervised ,OneClassSVM,FEMTO,17,0.7432800460406646,0.4050884059370446
Semisupervised ,OneClassSVM,FEMTO,17,0.12031667126732659,0.09662498706000047
Semisupervised ,OneClassSVM,FEMTO,17,0.8058471000645216,0.4163902806975104
Semisupervised ,OneClassSVM,FEMTO,17,0.8539764492051696,0.4011390089311584
Semisupervised ,OneClassSVM,FEMTO,18,0.11745122581583524,0.09021674970460443
Semisupervised ,OneClassSVM,FEMTO,18,0.11745122581583524,0.09031759885101365
Semisupervised ,OneClassSVM,FEMTO,18,0.107454851972094,0.06395317576167854
Semisupervised ,OneClassSVM,FEMTO,18,0.8058471000645216,0.4163902806975104
Semisupervised ,OneClassSVM,FEMTO,17,0.8541353743090311,0.40089756742223615
Semisupervised ,OneClassSVM,FEMTO,16,0.12049985515535115,0.09571359423539734
Semisupervised ,OneClassSVM,FEMTO,17,0.10840755158130497,0.08066701618996273
Semisupervised ,OneClassSVM,FEMTO,17,0.12031667126732659,0.09662498706000047
Semisupervised ,OneClassSVM,FEMTO,16,0.7432800460406646,0.4050884059370446
Semisupervised ,OneClassSVM,FEMTO,16,0.12031667126732659,0.09662498706000047
Semisupervised ,OneClassSVM,FEMTO,16,0.11683880680253297,0.09115243127103588
Semisupervised ,OneClassSVM,FEMTO,16,0.11745122581583524,0.09021674970460443
Semisupervised ,OneClassSVM,FEMTO,17,0.11189097337124537,0.08399942424000276
Semisupervised ,OneClassSVM,FEMTO,16,0.10657378326854641,0.0791782315684632
Semisupervised ,OneClassSVM,FEMTO,16,0.8539764492051696,0.4011390089311584
Semisupervised ,OneClassSVM,FEMTO,16,0.10840755158130497,0.08066701618996273
Semisupervised ,OneClassSVM,FEMTO,16,0.11745122581583524,0.09021674970460443
Semisupervised ,OneClassSVM,FEMTO,16,0.12031667126732659,0.09652776680752706
Semisupervised ,OneClassSVM,FEMTO,17,0.11792228083215874,0.09302132165703754
Semisupervised ,OneClassSVM,FEMTO,16,0.11683880680253297,0.09115243127103588
Semisupervised ,OneClassSVM,FEMTO,18,0.11745122581583524,0.0901123791481352
Semisupervised ,OneClassSVM,FEMTO,18,0.8486653407307087,0.37301110020753137
Semisupervised ,OneClassSVM,FEMTO,18,0.10726422107881156,0.06391017889282509
Semisupervised ,OneClassSVM,FEMTO,18,0.10814828618387028,0.0641919140821623
Semisupervised ,OneClassSVM,FEMTO,16,0.1175078979172763,0.08921751103252767
Semisupervised ,OneClassSVM,FEMTO,17,0.12036582951313103,0.09620939873043254
Semisupervised ,OneClassSVM,FEMTO,16,0.11745122581583524,0.09021674970460443
Semisupervised ,OneClassSVM,FEMTO,17,0.12031667126732659,0.09675920360920096
Semisupervised ,OneClassSVM,FEMTO,17,0.1073411619100137,0.06391854717032193
Semisupervised ,OneClassSVM,FEMTO,16,0.8541353743090311,0.40089756742223615
Semisupervised ,OneClassSVM,FEMTO,16,0.11745122581583524,0.09031759885101365
Semisupervised ,OneClassSVM,FEMTO,16,0.12031667126732659,0.09662498706000047
Semisupervised ,OneClassSVM,FEMTO,17,0.7937137964839922,0.4116117357061689
Semisupervised ,OneClassSVM,FEMTO,17,0.12036363280578813,0.09698026971529942
Semisupervised ,OneClassSVM,FEMTO,17,0.10624621854024618,0.07703628074002056
Semisupervised ,OneClassSVM,FEMTO,16,0.11745122581583524,0.09021674970460443
Semisupervised ,OneClassSVM,FEMTO,18,0.795297343747312,0.41384281885040486
Semisupervised ,OneClassSVM,FEMTO,18,0.11745122581583524,0.09031759885101365
Semisupervised ,IsolationForest,FEMTO,8,0.8929838317132823,0.49174682769417055
Semisupervised ,IsolationForest,FEMTO,8,0.7880495018048504,0.4536797516859161
Semisupervised ,IsolationForest,FEMTO,7,0.819354405699722,0.4046651302159573
Semisupervised ,IsolationForest,FEMTO,8,0.7046675045417545,0.3940897528882217
Semisupervised ,IsolationForest,FEMTO,20,0.6531411477268301,0.34593124870290876
Semisupervised ,IsolationForest,FEMTO,19,0.7960950199920735,0.46418233005567966
Semisupervised ,IsolationForest,FEMTO,19,0.8482302428622928,0.5090277671186989
Semisupervised ,IsolationForest,FEMTO,19,0.8198294061813856,0.4559562699555851
Semisupervised ,IsolationForest,FEMTO,18,0.6401119352381746,0.32868226343789164
Semisupervised ,IsolationForest,FEMTO,18,0.6929134665707009,0.3787979660728781
Semisupervised ,IsolationForest,FEMTO,18,0.7447156778802125,0.4754271109604184
Semisupervised ,IsolationForest,FEMTO,18,0.7793059969464802,0.3985836281954148
Semisupervised ,IsolationForest,FEMTO,18,0.9318181818181819,0.4983165721044515
Semisupervised ,IsolationForest,FEMTO,16,0.6491251226579098,0.4496162441751553
Semisupervised ,IsolationForest,FEMTO,16,0.6886555652677913,0.3923713456339759
Semisupervised ,IsolationForest,FEMTO,17,0.8573208899984636,0.4674287079104629
Semisupervised ,IsolationForest,FEMTO,17,0.6671033998550239,0.41983376775957376
Semisupervised ,IsolationForest,FEMTO,17,0.7072837231982643,0.35877023369864586
Semisupervised ,IsolationForest,FEMTO,17,0.8099473549593107,0.4336358422215488
Semisupervised ,IsolationForest,FEMTO,17,0.7867464283290349,0.45422788421292365
Semisupervised ,IsolationForest,FEMTO,18,0.6411866845878136,0.43050075994517056
Semisupervised ,IsolationForest,FEMTO,17,0.6522934437625754,0.32582590035417586
Semisupervised ,IsolationForest,FEMTO,18,0.7072837231982643,0.35877023369864586
Semisupervised ,IsolationForest,FEMTO,18,0.745952531913235,0.3823188368279854
Semisupervised ,IsolationForest,FEMTO,17,0.7591991471861472,0.46863592248939595
Semisupervised ,IsolationForest,FEMTO,18,0.7095582729582577,0.43161893252865563
Semisupervised ,IsolationForest,FEMTO,17,0.80838414889651,0.423688805834972
Semisupervised ,IsolationForest,FEMTO,16,0.7915398741437565,0.4414603599087385
Semisupervised ,IsolationForest,FEMTO,17,0.41220391754850083,0.307070263596116
Semisupervised ,IsolationForest,FEMTO,16,0.6721822099012383,0.35628713290970804
Semisupervised ,IsolationForest,FEMTO,17,0.6929134665707009,0.3787979660728781
Semisupervised ,IsolationForest,FEMTO,17,0.751137868172269,0.3643173987369012
Semisupervised ,IsolationForest,FEMTO,16,0.7037136863027988,0.36291771349092206
Semisupervised ,IsolationForest,FEMTO,17,0.7044395839160839,0.34249550861184164
Semisupervised ,IsolationForest,FEMTO,16,0.8459159515184035,0.4492391477330547
Semisupervised ,IsolationForest,FEMTO,17,0.8062746211764706,0.46234677854103057
Semisupervised ,IsolationForest,FEMTO,17,0.7776310577108589,0.42050819637369863
Semisupervised ,IsolationForest,FEMTO,17,0.8929838317132823,0.49174682769417055
Semisupervised ,IsolationForest,FEMTO,17,0.7447429739603467,0.42398450985676256
Semisupervised ,IsolationForest,FEMTO,17,0.8062746211764706,0.46234677854103057
Semisupervised ,IsolationForest,FEMTO,17,0.772712729373556,0.4283677464525891
Semisupervised ,IsolationForest,FEMTO,17,0.7914770602049184,0.46717367976071433
Semisupervised ,IsolationForest,FEMTO,17,0.7776696587037721,0.40102033990673575
Semisupervised ,IsolationForest,FEMTO,17,0.6401119352381746,0.32868226343789164
Semisupervised ,IsolationForest,FEMTO,17,0.7913425128338994,0.43057623051062816
Semisupervised ,IsolationForest,FEMTO,18,0.8265961005685654,0.48804896675178383
Semisupervised ,IsolationForest,FEMTO,17,0.8390649551029066,0.37978092495014615
Semisupervised ,IsolationForest,FEMTO,17,0.8432649052511416,0.41859253584709466
Semisupervised ,IsolationForest,FEMTO,19,0.8459159515184035,0.4492391477330547
Semisupervised ,IsolationForest,FEMTO,19,0.9171094186892623,0.5118153453693222
Unsupervised ,Sand,FEMTO,111,0.1032366705477277,0.06714421085059179
Unsupervised ,Sand,FEMTO,76,0.13831219878080064,0.1557555893537119
Unsupervised ,Sand,FEMTO,145,0.37530628324289783,0.08024968603777273
Unsupervised ,Sand,FEMTO,62,0.45344869279661015,0.23419234621057564
Unsupervised ,Sand,FEMTO,121,0.1531228220553421,0.11746656893850337
Unsupervised ,Sand,FEMTO,135,0.35341187680741115,0.07923034881909195
Unsupervised ,Sand,FEMTO,222,0.5294126085672357,0.12285522739666828
Unsupervised ,Sand,FEMTO,254,0.11650354086810805,0.07412860149979646
Unsupervised ,Sand,FEMTO,90,0.1291136748647504,0.10173019803870677
Unsupervised ,Sand,FEMTO,130,0.1911750351450318,0.11567424012817877
Unsupervised ,Sand,FEMTO,91,0.6836052580722358,0.20200783169388686
Unsupervised ,Sand,FEMTO,108,0.32956740051760997,0.16046729917589445
Unsupervised ,Sand,FEMTO,129,0.13361443244836652,0.06701282858963428
Unsupervised ,Sand,FEMTO,169,0.39558514214667995,0.15568310391003165
Unsupervised ,Sand,FEMTO,216,0.6287231509084168,0.14330886952870123
Unsupervised ,Sand,FEMTO,81,0.3688254716747125,0.2992838073839674
Unsupervised ,Sand,FEMTO,94,0.13000420714673325,0.15051658919387145
Unsupervised ,Sand,FEMTO,132,0.19057994695890293,0.14048247294980193
Unsupervised ,Sand,FEMTO,80,0.9960629842519685,0.6409818379911842
Unsupervised ,Sand,FEMTO,60,0.1297315874728079,0.09947848144535272
Unsupervised ,Sand,FEMTO,57,0.19747011663863434,0.16924361843056848
Unsupervised ,Sand,FEMTO,115,0.13532606968452637,0.102968555034484
Unsupervised ,Sand,FEMTO,174,0.11947971558494985,0.09324833803970488
Unsupervised ,Sand,FEMTO,62,0.5068939915440768,0.1800727002804062
Unsupervised ,Sand,FEMTO,136,0.42644934824040837,0.1329584788350526
Unsupervised ,Sand,FEMTO,115,0.2235091336533009,0.12860842001277914
Unsupervised ,Sand,FEMTO,80,0.19410281653775316,0.14596981109700927
Unsupervised ,Sand,FEMTO,83,0.13270724012740143,0.1417497232006241
Unsupervised ,Sand,FEMTO,146,0.2020620994072901,0.11341080312469337
Unsupervised ,Sand,FEMTO,93,0.17039834499257503,0.12090222357105955
Unsupervised ,Sand,FEMTO,123,0.29370894795333863,0.17009206232002846
Unsupervised ,Sand,FEMTO,239,0.4709363277455014,0.14495004371786058
Unsupervised ,Sand,FEMTO,151,0.5913497583903552,0.15074423764240744
Unsupervised ,Sand,FEMTO,135,0.6230366860694314,0.2112133286295617
Unsupervised ,Sand,FEMTO,242,0.7341241179286494,0.23434276900152476
Unsupervised ,Sand,FEMTO,93,0.42635250863549107,0.3550456564658175
Unsupervised ,Sand,FEMTO,114,0.13612925429371486,0.15595029498968316
Unsupervised ,Sand,FEMTO,162,0.380330628470265,0.19142649076562848
Unsupervised ,Sand,FEMTO,41,0.1782917069513433,0.1434363772638323
Unsupervised ,Sand,FEMTO,91,0.17816644888329505,0.11573307844182276
Unsupervised ,Sand,FEMTO,124,0.16204629660658615,0.12778899137935784
Unsupervised ,Sand,FEMTO,109,0.48456075823867323,0.1733426353486714
Unsupervised ,Sand,FEMTO,82,0.17593567425978138,0.1465991502772551
Unsupervised ,Sand,FEMTO,85,0.12352895958142045,0.10052183336694412
Unsupervised ,Sand,FEMTO,196,0.5164093869047619,0.16302377717846658
Unsupervised ,Sand,FEMTO,127,0.12964854188090907,0.10244076952951192
Unsupervised ,Sand,FEMTO,155,0.3034014811562337,0.14194144464963113
Unsupervised ,Sand,FEMTO,75,0.166779775304665,0.15988629938626792
Unsupervised ,Sand,FEMTO,83,0.5126263787878788,0.2347922375925927
Unsupervised ,Sand,FEMTO,126,0.25042834246871715,0.12028917508784555
Unsupervised ,LocalOutlierFactorUnsupervised,FEMTO,7,0.3141034021915584,0.08238308495551909
Unsupervised ,LocalOutlierFactorUnsupervised,FEMTO,7,0.3182025386607686,0.08191437095283345
Unsupervised ,LocalOutlierFactorUnsupervised,FEMTO,7,0.20300329448761786,0.15154873563800703
Unsupervised ,LocalOutlierFactorUnsupervised,FEMTO,7,0.14202988593225638,0.09727592690658057
Unsupervised ,LocalOutlierFactorUnsupervised,FEMTO,19,0.16576354197283727,0.1425077723136927
Unsupervised ,LocalOutlierFactorUnsupervised,FEMTO,19,0.17008630839875524,0.09666743087159592
Unsupervised ,LocalOutlierFactorUnsupervised,FEMTO,19,0.13723918776805943,0.10463192811447793
Unsupervised ,LocalOutlierFactorUnsupervised,FEMTO,19,0.14202988593225638,0.09727592690658057
Unsupervised ,LocalOutlierFactorUnsupervised,FEMTO,19,0.2452209322993375,0.1250240189819159
Unsupervised ,LocalOutlierFactorUnsupervised,FEMTO,19,0.23406658460575525,0.08801810869528537
Unsupervised ,LocalOutlierFactorUnsupervised,FEMTO,18,0.1924422620198995,0.10596161469881106
Unsupervised ,LocalOutlierFactorUnsupervised,FEMTO,19,0.2988706990703396,0.11687179046364907
Unsupervised ,LocalOutlierFactorUnsupervised,FEMTO,20,0.3182025386607686,0.08191437095283345
Unsupervised ,LocalOutlierFactorUnsupervised,FEMTO,19,0.22767784457644627,0.09979565482730196
Unsupervised ,LocalOutlierFactorUnsupervised,FEMTO,19,0.21634855924463886,0.08521976023692258
Unsupervised ,LocalOutlierFactorUnsupervised,FEMTO,19,0.23770393500894055,0.09460615915320886
Unsupervised ,LocalOutlierFactorUnsupervised,FEMTO,18,0.14284628223472814,0.0970547055294715
Unsupervised ,LocalOutlierFactorUnsupervised,FEMTO,19,0.3255732265974883,0.11950897428347623
Unsupervised ,LocalOutlierFactorUnsupervised,FEMTO,19,0.1572019010483335,0.1129625113177401
Unsupervised ,LocalOutlierFactorUnsupervised,FEMTO,19,0.29485491676140857,0.07290942427568141
Unsupervised ,LocalOutlierFactorUnsupervised,FEMTO,19,0.23585387670843797,0.1336832336008215
Unsupervised ,LocalOutlierFactorUnsupervised,FEMTO,18,0.22763306389292579,0.0945055267995231
Unsupervised ,LocalOutlierFactorUnsupervised,FEMTO,19,0.14731663205053522,0.0927165322909085
Unsupervised ,LocalOutlierFactorUnsupervised,FEMTO,19,0.17245697858438405,0.1496750135154781
Unsupervised ,LocalOutlierFactorUnsupervised,FEMTO,18,0.20510137353782132,0.18858005418342907
Unsupervised ,LocalOutlierFactorUnsupervised,FEMTO,19,0.2256425972033354,0.07925662673943845
Unsupervised ,LocalOutlierFactorUnsupervised,FEMTO,18,0.3934630882183715,0.10637246723101285
Unsupervised ,LocalOutlierFactorUnsupervised,FEMTO,19,0.19003555409256653,0.14194520291370302
Unsupervised ,LocalOutlierFactorUnsupervised,FEMTO,18,0.23756930416535765,0.08143592949597316
Unsupervised ,LocalOutlierFactorUnsupervised,FEMTO,19,0.2080541250946363,0.09860286318080726
Unsupervised ,LocalOutlierFactorUnsupervised,FEMTO,19,0.14544124108981715,0.11109039976702348
Unsupervised ,LocalOutlierFactorUnsupervised,FEMTO,19,0.13510212767796942,0.09422253170474391
Unsupervised ,LocalOutlierFactorUnsupervised,FEMTO,19,0.1377329798620932,0.09775037461812931
Unsupervised ,LocalOutlierFactorUnsupervised,FEMTO,19,0.21853493320476303,0.09193492611668856
Unsupervised ,LocalOutlierFactorUnsupervised,FEMTO,19,0.1695302396106199,0.10686182207603975
Unsupervised ,LocalOutlierFactorUnsupervised,FEMTO,19,0.17706739370224647,0.12081917454250862
Unsupervised ,LocalOutlierFactorUnsupervised,FEMTO,19,0.2228933590105443,0.1791529883721782
Unsupervised ,LocalOutlierFactorUnsupervised,FEMTO,18,0.2452209322993375,0.1250240189819159
Unsupervised ,LocalOutlierFactorUnsupervised,FEMTO,19,0.209022748379804,0.17021467352575664
Unsupervised ,LocalOutlierFactorUnsupervised,FEMTO,19,0.37846330877662093,0.10061743715997618
Unsupervised ,LocalOutlierFactorUnsupervised,FEMTO,18,0.13885955649075243,0.10055806257469156
Unsupervised ,LocalOutlierFactorUnsupervised,FEMTO,18,0.29485491676140857,0.07290942427568141
Unsupervised ,LocalOutlierFactorUnsupervised,FEMTO,19,0.2983965350016269,0.08460435107725751
Unsupervised ,LocalOutlierFactorUnsupervised,FEMTO,19,0.15371380562340073,0.11759322112756097
Unsupervised ,LocalOutlierFactorUnsupervised,FEMTO,19,0.15772337532663383,0.09557945105646545
Unsupervised ,LocalOutlierFactorUnsupervised,FEMTO,19,0.2993004228008203,0.11843134949110624
Unsupervised ,LocalOutlierFactorUnsupervised,FEMTO,18,0.2470626538231705,0.08125335095728116
Unsupervised ,LocalOutlierFactorUnsupervised,FEMTO,19,0.1572569805696265,0.1103292419527559
Unsupervised ,LocalOutlierFactorUnsupervised,FEMTO,19,0.15015918642892306,0.13243149746691626
Unsupervised ,LocalOutlierFactorUnsupervised,FEMTO,19,0.13905962900040592,0.11349715362210391
Unsupervised ,IsolationForestUnsupervised,FEMTO,23,0.460322713832287,0.1752437581300915
Unsupervised ,IsolationForestUnsupervised,FEMTO,15,0.21570001547532208,0.09634257012076147
Unsupervised ,IsolationForestUnsupervised,FEMTO,15,0.38065848878028075,0.16855336901614854
Unsupervised ,IsolationForestUnsupervised,FEMTO,13,0.44515279590317,0.14970434060576063
Unsupervised ,IsolationForestUnsupervised,FEMTO,31,0.3352588954146884,0.14027908484728493
Unsupervised ,IsolationForestUnsupervised,FEMTO,39,0.3136030655832081,0.10498902313183625
Unsupervised ,IsolationForestUnsupervised,FEMTO,23,0.36170432823815646,0.17683426247460554
Unsupervised ,IsolationForestUnsupervised,FEMTO,34,0.4651885408238159,0.14802103807194605
Unsupervised ,IsolationForestUnsupervised,FEMTO,20,0.3237862538612557,0.11072807441490623
Unsupervised ,IsolationForestUnsupervised,FEMTO,25,0.3297611943797863,0.1166520755646834
Unsupervised ,IsolationForestUnsupervised,FEMTO,33,0.3680452231927685,0.15021466915810883
Unsupervised ,IsolationForestUnsupervised,FEMTO,15,0.5192613753063575,0.1933630407939002
Unsupervised ,IsolationForestUnsupervised,FEMTO,14,0.436918112322634,0.13479070431806173
Unsupervised ,IsolationForestUnsupervised,FEMTO,29,0.3715003903019783,0.15815799805400102
Unsupervised ,IsolationForestUnsupervised,FEMTO,21,0.32001044580538907,0.11589626664171686
Unsupervised ,IsolationForestUnsupervised,FEMTO,32,0.32502085936441516,0.11358120540714445
Unsupervised ,IsolationForestUnsupervised,FEMTO,26,0.33941960649000225,0.13026775988526257
Unsupervised ,IsolationForestUnsupervised,FEMTO,21,0.47108609756587394,0.16325816309574076
Unsupervised ,IsolationForestUnsupervised,FEMTO,30,0.49732460450909494,0.20010751445956032
Unsupervised ,IsolationForestUnsupervised,FEMTO,20,0.3522138766738274,0.13860378529085787
Unsupervised ,IsolationForestUnsupervised,FEMTO,29,0.44533835514209996,0.14858614525862507
Unsupervised ,IsolationForestUnsupervised,FEMTO,29,0.4664112973646347,0.12298287856284283
Unsupervised ,IsolationForestUnsupervised,FEMTO,25,0.4344921402524168,0.14112750796670748
Unsupervised ,IsolationForestUnsupervised,FEMTO,22,0.4467540629922723,0.17221582544585531
Unsupervised ,IsolationForestUnsupervised,FEMTO,23,0.33834054213403264,0.11664116509645618
Unsupervised ,IsolationForestUnsupervised,FEMTO,24,0.5965712273503596,0.19009129665066637
Unsupervised ,IsolationForestUnsupervised,FEMTO,26,0.2266320855884254,0.0968002971844722
Unsupervised ,IsolationForestUnsupervised,FEMTO,16,0.505106530093085,0.1868957148943758
Unsupervised ,IsolationForestUnsupervised,FEMTO,23,0.6665806391752577,0.2338598006291204
Unsupervised ,IsolationForestUnsupervised,FEMTO,33,0.4669553570963634,0.18971954973019797
Unsupervised ,IsolationForestUnsupervised,FEMTO,33,0.4515309576323543,0.17448633147854536
Unsupervised ,IsolationForestUnsupervised,FEMTO,31,0.32874395098072107,0.1330826738678489
Unsupervised ,IsolationForestUnsupervised,FEMTO,25,0.46534413561474747,0.16716681897661761
Unsupervised ,IsolationForestUnsupervised,FEMTO,24,0.3828590993574584,0.1845430655749201
Unsupervised ,IsolationForestUnsupervised,FEMTO,26,0.4512499174832551,0.15243088360171791
Unsupervised ,IsolationForestUnsupervised,FEMTO,28,0.44515279590317,0.15038646952164025
Unsupervised ,IsolationForestUnsupervised,FEMTO,18,0.12483655164143273,0.08673739553750068
Unsupervised ,IsolationForestUnsupervised,FEMTO,29,0.20754936673843466,0.08671061885890095
Unsupervised ,IsolationForestUnsupervised,FEMTO,45,0.20989857449306848,0.09688251240828613
Unsupervised ,IsolationForestUnsupervised,FEMTO,35,0.3905987160287647,0.1509413600484182
Unsupervised ,IsolationForestUnsupervised,FEMTO,21,0.4578355889065116,0.15678072763782402
Unsupervised ,IsolationForestUnsupervised,FEMTO,17,0.3355946056766737,0.1310614832301297
Unsupervised ,IsolationForestUnsupervised,FEMTO,24,0.3481481771991286,0.13288158199891414
Unsupervised ,IsolationForestUnsupervised,FEMTO,19,0.4251229162617259,0.18863410622707166
Unsupervised ,IsolationForestUnsupervised,FEMTO,31,0.3304550092993969,0.11668396742616965
Unsupervised ,IsolationForestUnsupervised,FEMTO,32,0.3249980615768573,0.14156766591871375
Unsupervised ,IsolationForestUnsupervised,FEMTO,24,0.23855320259981108,0.10816539750322829
Unsupervised ,IsolationForestUnsupervised,FEMTO,27,0.34844949891504046,0.14182200262919964
Unsupervised ,IsolationForestUnsupervised,FEMTO,18,0.34761587341432565,0.13193849626756796
Unsupervised ,IsolationForestUnsupervised,FEMTO,34,0.5031391996645181,0.20539986679582228
Unsupervised ,Distance Based k (uns),FEMTO,7,0.7870447155462185,0.30564599271218773
Unsupervised ,Distance Based k (uns),FEMTO,6,0.7624285503293808,0.35496910916834645
Unsupervised ,Distance Based k (uns),FEMTO,7,0.6877470474308301,0.3241487594252066
Unsupervised ,Distance Based k (uns),FEMTO,7,0.7262017852627918,0.35940203360469897
Unsupervised ,Distance Based k (uns),FEMTO,18,0.6842574701342304,0.2816489142595116
Unsupervised ,Distance Based k (uns),FEMTO,18,0.8067447950223344,0.3171236646450966
Unsupervised ,Distance Based k (uns),FEMTO,19,0.5082122175226529,0.32883415496101276
Unsupervised ,Distance Based k (uns),FEMTO,17,0.5878539761446913,0.2879261911247473
Unsupervised ,Distance Based k (uns),FEMTO,18,0.6411812976439213,0.32975084937762716
Unsupervised ,Distance Based k (uns),FEMTO,19,0.534133036258934,0.2914640672715967
Unsupervised ,Distance Based k (uns),FEMTO,18,0.5976384152720162,0.3070094561680904
Unsupervised ,Distance Based k (uns),FEMTO,17,0.7096276444043761,0.3198797294243985
Unsupervised ,Distance Based k (uns),FEMTO,17,0.8255456233950016,0.30576294150424543
Unsupervised ,Distance Based k (uns),FEMTO,17,0.6001897728211683,0.32338255557454015
Unsupervised ,Distance Based k (uns),FEMTO,17,0.7236887654301196,0.352186258775955
Unsupervised ,Distance Based k (uns),FEMTO,17,0.6652819495424835,0.3508951754716021
Unsupervised ,Distance Based k (uns),FEMTO,17,0.7553693934700947,0.35915286091552356
Unsupervised ,Distance Based k (uns),FEMTO,17,0.6859779405834915,0.35558154231819855
Unsupervised ,Distance Based k (uns),FEMTO,16,0.7222989106021237,0.35873046246430573
Unsupervised ,Distance Based k (uns),FEMTO,16,0.6088370878205129,0.3197236215657566
Unsupervised ,Distance Based k (uns),FEMTO,18,0.6002179930221568,0.3051834786592709
Unsupervised ,Distance Based k (uns),FEMTO,18,0.545694327374113,0.2762488800424623
Unsupervised ,Distance Based k (uns),FEMTO,18,0.7010179679974737,0.3636927173236005
Unsupervised ,Distance Based k (uns),FEMTO,18,0.7308399401099837,0.3834238475707275
Unsupervised ,Distance Based k (uns),FEMTO,18,0.6992845424931813,0.3513265846909663
Unsupervised ,Distance Based k (uns),FEMTO,18,0.756266470734127,0.348628540762816
Unsupervised ,Distance Based k (uns),FEMTO,18,0.6614729167005396,0.33692101813670167
Unsupervised ,Distance Based k (uns),FEMTO,17,0.7641804873949579,0.3391289637161044
Unsupervised ,Distance Based k (uns),FEMTO,17,0.6335500999699417,0.3507421022589864
Unsupervised ,Distance Based k (uns),FEMTO,18,0.5965217622866495,0.30341036008380945
Unsupervised ,Distance Based k (uns),FEMTO,18,0.6858464682539683,0.3293840268472352
Unsupervised ,Distance Based k (uns),FEMTO,18,0.806681495045045,0.3027221246631332
Unsupervised ,Distance Based k (uns),FEMTO,18,0.5997213113249946,0.32786672201157846
Unsupervised ,Distance Based k (uns),FEMTO,18,0.577923355583004,0.3048105042092154
Unsupervised ,Distance Based k (uns),FEMTO,18,0.6518732124745679,0.2764179781647124
Unsupervised ,Distance Based k (uns),FEMTO,18,0.733542015964698,0.3393435724824513
Unsupervised ,Distance Based k (uns),FEMTO,18,0.575314703673188,0.2834671944235743
Unsupervised ,Distance Based k (uns),FEMTO,18,0.5116999815286065,0.2710680524641667
Unsupervised ,Distance Based k (uns),FEMTO,18,0.7341763589647238,0.29962339575996344
Unsupervised ,Distance Based k (uns),FEMTO,19,0.6779467632083898,0.32255900136659055
Unsupervised ,Distance Based k (uns),FEMTO,18,0.6557301709791512,0.25514817697172276
Unsupervised ,Distance Based k (uns),FEMTO,17,0.6321786968507752,0.32081768112933157
Unsupervised ,Distance Based k (uns),FEMTO,18,0.6454546242424243,0.30520931926014666
Unsupervised ,Distance Based k (uns),FEMTO,18,0.6528851880205518,0.3412482415296739
Unsupervised ,Distance Based k (uns),FEMTO,18,0.6752248417582418,0.34871549731051915
Unsupervised ,Distance Based k (uns),FEMTO,19,0.6749462188746357,0.3324148036275916
Unsupervised ,Distance Based k (uns),FEMTO,18,0.7329219325173701,0.3547479415752434
Unsupervised ,Distance Based k (uns),FEMTO,18,0.5993242919574449,0.2953485723910881
Unsupervised ,Distance Based k (uns),FEMTO,18,0.5885454221766133,0.3169189405221262
Unsupervised ,Distance Based k (uns),FEMTO,18,0.7204180941584967,0.3293929081945997
Unsupervised ,NeighborProfile,FEMTO,226,0.5482889733840304,0.3164827802085128
Unsupervised ,NeighborProfile,FEMTO,69,0.45107474368567424,0.1332619240756979
Unsupervised ,NeighborProfile,FEMTO,174,0.5703223972994654,0.5143283455181039
Unsupervised ,NeighborProfile,FEMTO,239,0.6168419199780327,0.15634688250484802
Unsupervised ,NeighborProfile,FEMTO,148,0.5802508352673763,0.26092528918445024
Unsupervised ,NeighborProfile,FEMTO,574,0.09184410939729638,0.27175077920025
Unsupervised ,NeighborProfile,FEMTO,229,0.6867710334809055,0.20111765364210493
Unsupervised ,NeighborProfile,FEMTO,247,0.4531073858731748,0.13213057630983405
Unsupervised ,NeighborProfile,FEMTO,534,0.569173276596159,0.35792579099743355
Unsupervised ,NeighborProfile,FEMTO,151,0.5572365160763996,0.5122806985378375
Unsupervised ,NeighborProfile,FEMTO,223,0.5146901813743393,0.11292360088154971
Unsupervised ,NeighborProfile,FEMTO,411,0.10009810047788645,0.21072540385617344
Unsupervised ,NeighborProfile,FEMTO,178,0.6828607850898828,0.4463489219800392
Unsupervised ,NeighborProfile,FEMTO,620,0.35990553676564135,0.5572237239678014
Unsupervised ,NeighborProfile,FEMTO,814,0.42164620351141247,0.22258276811741926
Unsupervised ,NeighborProfile,FEMTO,234,0.34957274368761887,0.22891166839388022
Unsupervised ,NeighborProfile,FEMTO,266,0.30531662452124975,0.17582483464585683
Unsupervised ,NeighborProfile,FEMTO,413,0.2483391928391655,0.278910992727372
Unsupervised ,NeighborProfile,FEMTO,119,0.32042131158451687,0.38000134193923907
Unsupervised ,NeighborProfile,FEMTO,190,0.23246652547398872,0.19996047653221857
Unsupervised ,NeighborProfile,FEMTO,427,0.10134258105749482,0.25667521527896403
Unsupervised ,NeighborProfile,FEMTO,272,0.32834700199863137,0.5361446002282981
Unsupervised ,NeighborProfile,FEMTO,221,0.21070905376813703,0.1883257007003335
Unsupervised ,NeighborProfile,FEMTO,290,0.23589165616988184,0.20650919099678663
Unsupervised ,NeighborProfile,FEMTO,181,0.20223533827639795,0.14835959611741936
